seq,job_id,product,operation_type,processing_time,arrival_time,due_date,priority_weight,p_over_w_ratio,start_time,completion_time,waiting_time,flow_time,tardiness
623,J0939,EV Battery Case,Assembly,63,50,260,5,12.6,23067,23130,23017,23080,22870
624,J0055,Drive Shaft,Grinding,64,280,386,4,16.0,23130,23194,22850,22914,22808
625,J0086,Gear Box Cover,Drilling,64,66,185,4,16.0,23194,23258,23128,23192,23073
626,J0120,Battery Module Cover,Milling,64,238,357,4,16.0,23258,23322,23020,23084,22965
627,J0168,Engine Bracket,Milling,64,253,385,3,21.33,23322,23386,23069,23133,23001
628,J0468,Battery Module Cover,Milling,64,312,444,4,16.0,23386,23450,23074,23138,23006
629,J0507,Gear Box Cover,Drilling,64,220,331,3,21.33,23450,23514,23230,23294,23183
630,J0580,EV Battery Case,Milling,64,145,222,5,12.8,23514,23578,23369,23433,23356
631,J0653,Drive Shaft,Grinding,64,321,521,4,16.0,23578,23642,23257,23321,23121
632,J0855,Drive Shaft,Lathe,64,204,383,4,16.0,23642,23706,23438,23502,23323
633,J0900,EV Battery Case,Milling,64,252,398,5,12.8,23706,23770,23454,23518,23372
634,J0949,EV Battery Case,Assembly,64,413,557,5,12.8,23770,23834,23357,23421,23277
635,J0049,Drive Shaft,Lathe,65,465,661,4,16.25,23834,23899,23369,23434,23238
636,J0099,Engine Bracket,Grinding,65,165,309,3,21.67,23899,23964,23734,23799,23655
637,J0102,EV Battery Case,Assembly,65,135,258,5,13.0,23964,24029,23829,23894,23771
638,J0149,EV Battery Case,Assembly,65,138,292,5,13.0,24029,24094,23891,23956,23802
639,J0258,Battery Module Cover,Assembly,65,95,207,4,16.25,24094,24159,23999,24064,23952
640,J0358,Battery Module Cover,Assembly,65,153,230,5,13.0,24159,24224,24006,24071,23994
641,J0368,Gear Box Cover,Milling,65,394,512,3,21.67,24224,24289,23830,23895,23777
642,J0379,Engine Bracket,Milling,65,410,564,3,21.67,24289,24354,23879,23944,23790
643,J0517,EV Battery Case,Assembly,65,88,187,5,13.0,24354,24419,24266,24331,24232
644,J0600,Battery Module Cover,Assembly,65,121,198,5,13.0,24419,24484,24298,24363,24286
645,J0651,Engine Bracket,Grinding,65,142,314,3,21.67,24484,24549,24342,24407,24235
646,J0729,Engine Bracket,Grinding,65,202,360,3,21.67,24549,24614,24347,24412,24254
647,J0749,Engine Bracket,Grinding,65,430,637,3,21.67,24614,24679,24184,24249,24042
648,J0816,Battery Module Cover,Assembly,65,88,275,4,16.25,24679,24744,24591,24656,24469
649,J0882,EV Battery Case,Milling,65,204,419,5,13.0,24744,24809,24540,24605,24390
650,J0899,EV Battery Case,Assembly,65,188,332,5,13.0,24809,24874,24621,24686,24542
651,J0145,Engine Bracket,Grinding,66,103,304,3,22.0,24874,24940,24771,24837,24636
652,J0355,Engine Bracket,Milling,66,252,400,3,22.0,24940,25006,24688,24754,24606
653,J0405,Engine Bracket,Grinding,66,119,310,3,22.0,25006,25072,24887,24953,24762
654,J0505,Battery Module Cover,Assembly,66,308,394,5,13.2,25072,25138,24764,24830,24744
655,J0551,Gear Box Cover,Milling,66,390,510,4,16.5,25138,25204,24748,24814,24694
656,J0552,EV Battery Case,Milling,66,279,404,5,13.2,25204,25270,24925,24991,24866
657,J0603,Drive Shaft,Grinding,66,187,336,4,16.5,25270,25336,25083,25149,25000
658,J0692,Engine Bracket,Grinding,66,0,188,3,22.0,25336,25402,25336,25402,25214
659,J0718,EV Battery Case,Assembly,66,303,468,5,13.2,25402,25468,25099,25165,25000
660,J0767,Engine Bracket,Milling,66,447,591,3,22.0,25468,25534,25021,25087,24943
661,J0942,Gear Box Cover,Milling,66,245,380,3,22.0,25534,25600,25289,25355,25220
662,J0169,Gear Box Cover,Drilling,67,28,153,3,22.33,25600,25667,25572,25639,25514
663,J0229,Gear Box Cover,Drilling,67,188,351,3,22.33,25667,25734,25479,25546,25383
664,J0261,Drive Shaft,Grinding,67,260,405,4,16.75,25734,25801,25474,25541,25396
665,J0264,Drive Shaft,Grinding,67,115,255,4,16.75,25801,25868,25686,25753,25613
666,J0277,EV Battery Case,Milling,67,418,593,5,13.4,25868,25935,25450,25517,25342
667,J0374,Gear Box Cover,Drilling,67,477,590,3,22.33,25935,26002,25458,25525,25412
668,J0466,Gear Box Cover,Milling,67,67,226,3,22.33,26002,26069,25935,26002,25843
669,J0934,Drive Shaft,Lathe,67,189,328,4,16.75,26069,26136,25880,25947,25808
670,J0962,EV Battery Case,Milling,67,158,323,5,13.4,26136,26203,25978,26045,25880
671,J0012,Battery Module Cover,Milling,68,253,454,4,17.0,26203,26271,25950,26018,25817
672,J0034,Engine Bracket,Grinding,68,186,308,3,22.67,26271,26339,26085,26153,26031
673,J0151,EV Battery Case,Assembly,68,16,221,5,13.6,26339,26407,26323,26391,26186
674,J0165,Gear Box Cover,Drilling,68,202,298,4,17.0,26407,26475,26205,26273,26177
675,J0217,EV Battery Case,Assembly,68,7,94,5,13.6,26475,26543,26468,26536,26449
676,J0219,Drive Shaft,Lathe,68,178,352,4,17.0,26543,26611,26365,26433,26259
677,J0237,Engine Bracket,Milling,68,403,539,3,22.67,26611,26679,26208,26276,26140
678,J0337,Engine Bracket,Grinding,68,51,268,3,22.67,26679,26747,26628,26696,26479
679,J0347,Gear Box Cover,Drilling,68,38,139,4,17.0,26747,26815,26709,26777,26676
680,J0456,Engine Bracket,Milling,68,478,640,3,22.67,26815,26883,26337,26405,26243
681,J0488,Engine Bracket,Grinding,68,429,578,3,22.67,26883,26951,26454,26522,26373
682,J0584,Battery Module Cover,Milling,68,235,411,4,17.0,26951,27019,26716,26784,26608
683,J0620,Drive Shaft,Lathe,68,139,255,4,17.0,27019,27087,26880,26948,26832
684,J0658,EV Battery Case,Milling,68,325,535,5,13.6,27087,27155,26762,26830,26620
685,J0710,Gear Box Cover,Milling,68,325,444,3,22.67,27155,27223,26830,26898,26779
686,J0833,Engine Bracket,Grinding,68,481,620,3,22.67,27223,27291,26742,26810,26671
687,J0861,Battery Module Cover,Assembly,68,398,521,5,13.6,27291,27359,26893,26961,26838
688,J0976,Battery Module Cover,Milling,68,492,655,4,17.0,27359,27427,26867,26935,26772
689,J0038,Engine Bracket,Milling,69,278,484,3,23.0,27427,27496,27149,27218,27012
690,J0183,Engine Bracket,Grinding,69,22,222,3,23.0,27496,27565,27474,27543,27343
691,J0286,Gear Box Cover,Milling,69,289,508,3,23.0,27565,27634,27276,27345,27126
692,J0300,Gear Box Cover,Drilling,69,395,533,3,23.0,27634,27703,27239,27308,27170
693,J0483,Gear Box Cover,Drilling,69,234,388,3,23.0,27703,27772,27469,27538,27384
694,J0495,Gear Box Cover,Drilling,69,271,391,3,23.0,27772,27841,27501,27570,27450
695,J0671,EV Battery Case,Assembly,69,498,624,5,13.8,27841,27910,27343,27412,27286
696,J0783,Drive Shaft,Lathe,69,408,534,4,17.25,27910,27979,27502,27571,27445
697,J0859,Drive Shaft,Grinding,69,174,297,4,17.25,27979,28048,27805,27874,27751
698,J0965,EV Battery Case,Assembly,69,311,497,5,13.8,28048,28117,27737,27806,27620
699,J0971,Drive Shaft,Lathe,69,489,689,4,17.25,28117,28186,27628,27697,27497
700,J0007,Battery Module Cover,Milling,70,417,540,4,17.5,28186,28256,27769,27839,27716
701,J0064,Gear Box Cover,Milling,70,29,174,3,23.33,28256,28326,28227,28297,28152
702,J0074,EV Battery Case,Assembly,70,361,536,5,14.0,28326,28396,27965,28035,27860
703,J0269,Drive Shaft,Lathe,70,382,516,4,17.5,28396,28466,28014,28084,27950
704,J0314,Engine Bracket,Grinding,70,358,464,4,17.5,28466,28536,28108,28178,28072
705,J0341,Drive Shaft,Grinding,70,253,430,4,17.5,28536,28606,28283,28353,28176
706,J0461,Engine Bracket,Grinding,70,277,391,3,23.33,28606,28676,28329,28399,28285
707,J0469,Drive Shaft,Grinding,70,280,448,4,17.5,28676,28746,28396,28466,28298
708,J0498,Engine Bracket,Grinding,70,80,294,3,23.33,28746,28816,28666,28736,28522
709,J0574,EV Battery Case,Milling,70,29,145,5,14.0,28816,28886,28787,28857,28741
710,J0627,Engine Bracket,Milling,70,172,382,3,23.33,28886,28956,28714,28784,28574
711,J0665,Battery Module Cover,Assembly,70,441,649,4,17.5,28956,29026,28515,28585,28377
712,J0684,Battery Module Cover,Milling,70,169,374,4,17.5,29026,29096,28857,28927,28722
713,J0713,Engine Bracket,Milling,70,385,547,3,23.33,29096,29166,28711,28781,28619
714,J0838,Engine Bracket,Milling,70,446,573,4,17.5,29166,29236,28720,28790,28663
715,J0845,Gear Box Cover,Drilling,70,34,221,3,23.33,29236,29306,29202,29272,29085
716,J0291,Battery Module Cover,Milling,71,483,577,5,14.2,29306,29377,28823,28894,28800
717,J0576,Gear Box Cover,Drilling,71,80,268,3,23.67,29377,29448,29297,29368,29180
718,J0964,Gear Box Cover,Milling,71,191,332,3,23.67,29448,29519,29257,29328,29187
719,J0043,EV Battery Case,Assembly,72,265,470,5,14.4,29519,29591,29254,29326,29121
720,J0190,Battery Module Cover,Assembly,72,101,233,4,18.0,29591,29663,29490,29562,29430
721,J0499,Battery Module Cover,Assembly,72,457,550,5,14.4,29663,29735,29206,29278,29185
722,J0528,Battery Module Cover,Milling,72,188,351,4,18.0,29735,29807,29547,29619,29456
723,J0668,Gear Box Cover,Milling,72,26,164,3,24.0,29807,29879,29781,29853,29715
724,J0742,Drive Shaft,Grinding,72,273,403,4,18.0,29879,29951,29606,29678,29548
725,J0807,Gear Box Cover,Drilling,72,180,362,3,24.0,29951,30023,29771,29843,29661
726,J0961,Drive Shaft,Grinding,72,318,454,4,18.0,30023,30095,29705,29777,29641
727,J0313,Drive Shaft,Lathe,73,328,438,5,14.6,30095,30168,29767,29840,29730
728,J0548,Drive Shaft,Grinding,73,143,300,4,18.25,30168,30241,30025,30098,29941
729,J0747,EV Battery Case,Milling,73,388,575,5,14.6,30241,30314,29853,29926,29739
730,J0156,EV Battery Case,Assembly,74,291,487,5,14.8,30314,30388,30023,30097,29901
731,J0167,EV Battery Case,Assembly,74,238,449,5,14.8,30388,30462,30150,30224,30013
732,J0177,Gear Box Cover,Drilling,74,420,636,3,24.67,30462,30536,30042,30116,29900
733,J0236,Drive Shaft,Lathe,74,67,243,4,18.5,30536,30610,30469,30543,30367
734,J0312,Drive Shaft,Grinding,74,341,554,4,18.5,30610,30684,30269,30343,30130
735,J0316,Gear Box Cover,Milling,74,439,639,3,24.67,30684,30758,30245,30319,30119
736,J0360,Battery Module Cover,Milling,74,75,278,4,18.5,30758,30832,30683,30757,30554
737,J0392,EV Battery Case,Assembly,74,203,350,5,14.8,30832,30906,30629,30703,30556
738,J0470,Battery Module Cover,Milling,74,244,397,4,18.5,30906,30980,30662,30736,30583
739,J0494,Drive Shaft,Lathe,74,493,658,4,18.5,30980,31054,30487,30561,30396
740,J0514,EV Battery Case,Milling,74,214,391,5,14.8,31054,31128,30840,30914,30737
741,J0530,Battery Module Cover,Assembly,74,436,648,4,18.5,31128,31202,30692,30766,30554
742,J0602,Gear Box Cover,Milling,74,446,574,3,24.67,31202,31276,30756,30830,30702
743,J0704,Engine Bracket,Grinding,74,57,232,3,24.67,31276,31350,31219,31293,31118
744,J0918,Battery Module Cover,Milling,74,351,482,5,14.8,31350,31424,30999,31073,30942
745,J0924,Gear Box Cover,Drilling,74,230,320,4,18.5,31424,31498,31194,31268,31178
746,J0041,Battery Module Cover,Milling,75,114,329,4,18.75,31498,31573,31384,31459,31244
747,J0416,Gear Box Cover,Milling,75,38,196,3,25.0,31573,31648,31535,31610,31452
748,J0655,Battery Module Cover,Assembly,75,398,521,5,15.0,31648,31723,31250,31325,31202
749,J0828,Battery Module Cover,Milling,75,81,236,4,18.75,31723,31798,31642,31717,31562
750,J0039,Battery Module Cover,Milling,76,442,544,5,15.2,31798,31874,31356,31432,31330
751,J0166,Drive Shaft,Lathe,76,253,408,4,19.0,31874,31950,31621,31697,31542
752,J0228,Battery Module Cover,Milling,76,215,362,4,19.0,31950,32026,31735,31811,31664
753,J0351,EV Battery Case,Milling,76,242,428,5,15.2,32026,32102,31784,31860,31674
754,J0363,Gear Box Cover,Milling,76,6,227,3,25.33,32102,32178,32096,32172,31951
755,J0421,EV Battery Case,Assembly,76,251,366,5,15.2,32178,32254,31927,32003,31888
756,J0504,Battery Module Cover,Milling,76,458,592,4,19.0,32254,32330,31796,31872,31738
757,J0539,Drive Shaft,Grinding,76,433,629,4,19.0,32330,32406,31897,31973,31777
758,J0557,Gear Box Cover,Milling,76,179,312,3,25.33,32406,32482,32227,32303,32170
759,J0591,Battery Module Cover,Assembly,76,225,355,4,19.0,32482,32558,32257,32333,32203
760,J0634,Engine Bracket,Grinding,76,444,667,3,25.33,32558,32634,32114,32190,31967
761,J0780,EV Battery Case,Milling,76,43,218,5,15.2,32634,32710,32591,32667,32492
762,J0818,Battery Module Cover,Milling,76,43,245,4,19.0,32710,32786,32667,32743,32541
763,J0986,Battery Module Cover,Milling,76,39,213,4,19.0,32786,32862,32747,32823,32649
764,J0119,Drive Shaft,Lathe,77,345,552,4,19.25,32862,32939,32517,32594,32387
765,J0132,EV Battery Case,Assembly,77,52,181,5,15.4,32939,33016,32887,32964,32835
766,J0139,Engine Bracket,Grinding,77,378,528,3,25.67,33016,33093,32638,32715,32565
767,J0331,Drive Shaft,Grinding,77,218,396,4,19.25,33093,33170,32875,32952,32774
768,J0346,Battery Module Cover,Milling,77,151,315,4,19.25,33170,33247,33019,33096,32932
769,J0361,Drive Shaft,Lathe,77,20,195,4,19.25,33247,33324,33227,33304,33129
770,J0476,EV Battery Case,Milling,77,376,559,5,15.4,33324,33401,32948,33025,32842
771,J0839,Battery Module Cover,Milling,77,474,608,4,19.25,33401,33478,32927,33004,32870
772,J0856,Gear Box Cover,Milling,77,444,568,3,25.67,33478,33555,33034,33111,32987
773,J0245,Drive Shaft,Grinding,78,192,383,4,19.5,33555,33633,33363,33441,33250
774,J0267,Drive Shaft,Grinding,78,151,296,4,19.5,33633,33711,33482,33560,33415
775,J0325,Drive Shaft,Grinding,78,55,267,4,19.5,33711,33789,33656,33734,33522
776,J0352,EV Battery Case,Assembly,78,222,372,5,15.6,33789,33867,33567,33645,33495
777,J0386,EV Battery Case,Assembly,78,426,550,5,15.6,33867,33945,33441,33519,33395
778,J0441,EV Battery Case,Assembly,78,446,580,5,15.6,33945,34023,33499,33577,33443
779,J0691,Battery Module Cover,Milling,78,330,533,4,19.5,34023,34101,33693,33771,33568
780,J0898,Battery Module Cover,Milling,78,48,151,5,15.6,34101,34179,34053,34131,34028
781,J0930,Drive Shaft,Grinding,78,92,210,5,15.6,34179,34257,34087,34165,34047
782,J0936,EV Battery Case,Assembly,78,389,604,5,15.6,34257,34335,33868,33946,33731
783,J0009,Battery Module Cover,Assembly,79,105,292,4,19.75,34335,34414,34230,34309,34122
784,J0093,Battery Module Cover,Milling,79,110,272,4,19.75,34414,34493,34304,34383,34221
785,J0146,EV Battery Case,Milling,79,211,356,5,15.8,34493,34572,34282,34361,34216
786,J0221,EV Battery Case,Assembly,79,64,188,5,15.8,34572,34651,34508,34587,34463
787,J0344,Gear Box Cover,Milling,79,251,391,3,26.33,34651,34730,34400,34479,34339
788,J0479,Drive Shaft,Grinding,79,401,600,4,19.75,34730,34809,34329,34408,34209
789,J0676,Battery Module Cover,Milling,79,53,178,4,19.75,34809,34888,34756,34835,34710
790,J0688,Battery Module Cover,Milling,79,312,461,4,19.75,34888,34967,34576,34655,34506
791,J0722,Engine Bracket,Grinding,79,198,332,3,26.33,34967,35046,34769,34848,34714
792,J0777,Drive Shaft,Lathe,79,124,343,4,19.75,35046,35125,34922,35001,34782
793,J0885,Drive Shaft,Lathe,79,2,221,4,19.75,35125,35204,35123,35202,34983
794,J0029,EV Battery Case,Milling,80,204,385,5,16.0,35204,35284,35000,35080,34899
795,J0171,Gear Box Cover,Milling,80,30,148,4,20.0,35284,35364,35254,35334,35216
796,J0184,Drive Shaft,Grinding,80,152,290,5,16.0,35364,35444,35212,35292,35154
797,J0255,EV Battery Case,Milling,80,415,536,5,16.0,35444,35524,35029,35109,34988
798,J0320,Gear Box Cover,Milling,80,243,444,3,26.67,35524,35604,35281,35361,35160
799,J0397,Engine Bracket,Grinding,80,41,169,4,20.0,35604,35684,35563,35643,35515
800,J0533,EV Battery Case,Assembly,80,96,229,5,16.0,35684,35764,35588,35668,35535
801,J0556,Gear Box Cover,Milling,80,123,257,4,20.0,35764,35844,35641,35721,35587
802,J0558,Drive Shaft,Lathe,80,170,305,4,20.0,35844,35924,35674,35754,35619
803,J0597,Battery Module Cover,Assembly,80,491,624,4,20.0,35924,36004,35433,35513,35380
804,J0137,Battery Module Cover,Assembly,81,445,572,4,20.25,36004,36085,35559,35640,35513
805,J0200,Battery Module Cover,Assembly,81,413,533,5,16.2,36085,36166,35672,35753,35633
806,J0605,Battery Module Cover,Milling,81,250,379,5,16.2,36166,36247,35916,35997,35868
807,J0831,Drive Shaft,Grinding,81,435,589,4,20.25,36247,36328,35812,35893,35739
808,J0844,Drive Shaft,Grinding,81,67,278,4,20.25,36328,36409,36261,36342,36131
809,J0993,Battery Module Cover,Milling,81,287,416,4,20.25,36409,36490,36122,36203,36074
810,J0143,EV Battery Case,Milling,82,71,224,5,16.4,36490,36572,36419,36501,36348
811,J0311,Gear Box Cover,Milling,82,124,301,3,27.33,36572,36654,36448,36530,36353
812,J0340,Battery Module Cover,Assembly,82,461,683,4,20.5,36654,36736,36193,36275,36053
813,J0649,Battery Module Cover,Assembly,82,308,459,4,20.5,36736,36818,36428,36510,36359
814,J0153,EV Battery Case,Milling,83,127,278,5,16.6,36818,36901,36691,36774,36623
815,J0424,EV Battery Case,Assembly,83,221,374,5,16.6,36901,36984,36680,36763,36610
816,J0542,Gear Box Cover,Milling,83,155,295,4,20.75,36984,37067,36829,36912,36772
817,J0559,Battery Module Cover,Milling,83,481,616,5,16.6,37067,37150,36586,36669,36534
818,J0830,Battery Module Cover,Milling,83,39,208,4,20.75,37150,37233,37111,37194,37025
819,J0862,Drive Shaft,Lathe,83,103,315,4,20.75,37233,37316,37130,37213,37001
820,J0035,EV Battery Case,Milling,84,245,379,5,16.8,37316,37400,37071,37155,37021
821,J0067,Battery Module Cover,Assembly,84,141,333,4,21.0,37400,37484,37259,37343,37151
822,J0453,Gear Box Cover,Milling,84,185,339,3,28.0,37484,37568,37299,37383,37229
823,J0599,Battery Module Cover,Milling,84,47,190,5,16.8,37568,37652,37521,37605,37462
824,J0216,EV Battery Case,Assembly,85,295,478,5,17.0,37652,37737,37357,37442,37259
825,J0393,EV Battery Case,Milling,85,259,408,5,17.0,37737,37822,37478,37563,37414
826,J0478,Drive Shaft,Lathe,85,420,557,4,21.25,37822,37907,37402,37487,37350
827,J0537,Drive Shaft,Lathe,85,90,228,5,17.0,37907,37992,37817,37902,37764
828,J0567,Gear Box Cover,Milling,85,278,448,3,28.33,37992,38077,37714,37799,37629
829,J0893,Battery Module Cover,Assembly,85,27,230,4,21.25,38077,38162,38050,38135,37932
830,J0326,Gear Box Cover,Milling,86,491,644,3,28.67,38162,38248,37671,37757,37604
831,J0820,Drive Shaft,Grinding,86,82,271,4,21.5,38248,38334,38166,38252,38063
832,J0869,EV Battery Case,Milling,86,42,269,5,17.2,38334,38420,38292,38378,38151
833,J0873,Gear Box Cover,Milling,86,458,601,3,28.67,38420,38506,37962,38048,37905
834,J0909,Drive Shaft,Grinding,86,140,267,4,21.5,38506,38592,38366,38452,38325
835,J0974,EV Battery Case,Assembly,86,37,271,5,17.2,38592,38678,38555,38641,38407
836,J0004,Gear Box Cover,Milling,87,289,400,4,21.75,38678,38765,38389,38476,38365
837,J0068,EV Battery Case,Milling,87,482,675,5,17.4,38765,38852,38283,38370,38177
838,J0130,Drive Shaft,Lathe,87,129,306,4,21.75,38852,38939,38723,38810,38633
839,J0272,EV Battery Case,Assembly,87,489,689,5,17.4,38939,39026,38450,38537,38337
840,J0550,EV Battery Case,Milling,87,27,180,5,17.4,39026,39113,38999,39086,38933
841,J0595,Battery Module Cover,Assembly,87,262,461,4,21.75,39113,39200,38851,38938,38739
842,J0674,Drive Shaft,Grinding,87,458,570,5,17.4,39200,39287,38742,38829,38717
843,J0693,EV Battery Case,Milling,87,175,350,5,17.4,39287,39374,39112,39199,39024
844,J0224,Gear Box Cover,Milling,88,242,353,4,22.0,39374,39462,39132,39220,39109
845,J0321,EV Battery Case,Milling,88,175,361,5,17.6,39462,39550,39287,39375,39189
846,J0502,Drive Shaft,Lathe,88,203,406,4,22.0,39550,39638,39347,39435,39232
847,J0526,Drive Shaft,Lathe,88,486,640,4,22.0,39638,39726,39152,39240,39086
848,J0608,Gear Box Cover,Milling,88,297,526,3,29.33,39726,39814,39429,39517,39288
849,J0849,EV Battery Case,Assembly,88,140,325,5,17.6,39814,39902,39674,39762,39577
850,J0433,Drive Shaft,Lathe,89,103,246,5,17.8,39902,39991,39799,39888,39745
851,J0724,Gear Box Cover,Milling,89,385,572,3,29.67,39991,40080,39606,39695,39508
852,J0730,Drive Shaft,Lathe,89,155,332,4,22.25,40080,40169,39925,40014,39837
853,J0857,EV Battery Case,Milling,89,168,329,5,17.8,40169,40258,40001,40090,39929
854,J0981,EV Battery Case,Assembly,89,490,648,5,17.8,40258,40347,39768,39857,39699
855,J0015,Drive Shaft,Lathe,90,174,380,4,22.5,40347,40437,40173,40263,40057
856,J0048,EV Battery Case,Assembly,90,465,697,5,18.0,40437,40527,39972,40062,39830
857,J0050,EV Battery Case,Assembly,90,455,605,5,18.0,40527,40617,40072,40162,40012
858,J0142,EV Battery Case,Milling,90,112,284,5,18.0,40617,40707,40505,40595,40423
859,J0161,EV Battery Case,Assembly,90,269,430,5,18.0,40707,40797,40438,40528,40367
860,J0436,Gear Box Cover,Milling,90,340,493,3,30.0,40797,40887,40457,40547,40394
861,J0614,Gear Box Cover,Milling,90,490,629,3,30.0,40887,40977,40397,40487,40348
862,J0865,EV Battery Case,Milling,90,181,383,5,18.0,40977,41067,40796,40886,40684
863,J0866,Drive Shaft,Grinding,90,156,303,5,18.0,41067,41157,40911,41001,40854
864,J0926,Gear Box Cover,Milling,90,477,648,3,30.0,41157,41247,40680,40770,40599
865,J0227,Drive Shaft,Lathe,91,60,249,4,22.75,41247,41338,41187,41278,41089
866,J0290,EV Battery Case,Assembly,91,303,540,5,18.2,41338,41429,41035,41126,40889
867,J0293,EV Battery Case,Assembly,91,403,605,5,18.2,41429,41520,41026,41117,40915
868,J0317,Drive Shaft,Lathe,91,398,530,5,18.2,41520,41611,41122,41213,41081
869,J0384,Battery Module Cover,Assembly,91,231,362,4,22.75,41611,41702,41380,41471,41340
870,J0481,EV Battery Case,Assembly,91,203,407,5,18.2,41702,41793,41499,41590,41386
871,J0508,Drive Shaft,Lathe,91,73,249,4,22.75,41793,41884,41720,41811,41635
872,J0700,Drive Shaft,Lathe,91,195,436,4,22.75,41884,41975,41689,41780,41539
873,J0788,Battery Module Cover,Assembly,91,494,723,4,22.75,41975,42066,41481,41572,41343
874,J0984,Drive Shaft,Grinding,91,65,277,4,22.75,42066,42157,42001,42092,41880
875,J0108,Battery Module Cover,Assembly,92,351,574,4,23.0,42157,42249,41806,41898,41675
876,J0152,EV Battery Case,Milling,92,250,377,5,18.4,42249,42341,41999,42091,41964
877,J0353,Battery Module Cover,Assembly,92,148,385,4,23.0,42341,42433,42193,42285,42048
878,J0716,Drive Shaft,Lathe,92,440,590,5,18.4,42433,42525,41993,42085,41935
879,J0778,Battery Module Cover,Assembly,92,125,248,5,18.4,42525,42617,42400,42492,42369
880,J0843,EV Battery Case,Assembly,92,63,199,5,18.4,42617,42709,42554,42646,42510
881,J0037,EV Battery Case,Assembly,93,11,211,5,18.6,42709,42802,42698,42791,42591
882,J0097,EV Battery Case,Milling,93,124,262,5,18.6,42802,42895,42678,42771,42633
883,J0242,Drive Shaft,Grinding,93,86,252,4,23.25,42895,42988,42809,42902,42736
884,J0319,EV Battery Case,Assembly,93,178,317,5,18.6,42988,43081,42810,42903,42764
885,J0522,Drive Shaft,Lathe,93,412,560,5,18.6,43081,43174,42669,42762,42614
886,J0572,Drive Shaft,Grinding,93,94,272,4,23.25,43174,43267,43080,43173,42995
887,J0743,EV Battery Case,Assembly,93,51,209,5,18.6,43267,43360,43216,43309,43151
888,J0846,EV Battery Case,Milling,93,109,281,5,18.6,43360,43453,43251,43344,43172
889,J0186,Drive Shaft,Grinding,94,404,593,4,23.5,43453,43547,43049,43143,42954
890,J0061,Battery Module Cover,Assembly,95,225,437,4,23.75,43547,43642,43322,43417,43205
891,J0450,Battery Module Cover,Assembly,95,116,257,5,19.0,43642,43737,43526,43621,43480
892,J0127,Drive Shaft,Grinding,96,154,343,4,24.0,43737,43833,43583,43679,43490
893,J0214,EV Battery Case,Milling,96,100,287,5,19.2,43833,43929,43733,43829,43642
894,J0287,EV Battery Case,Assembly,96,419,610,5,19.2,43929,44025,43510,43606,43415
895,J0457,Drive Shaft,Lathe,96,55,199,4,24.0,44025,44121,43970,44066,43922
896,J0685,Drive Shaft,Grinding,96,216,405,4,24.0,44121,44217,43905,44001,43812
897,J0837,Drive Shaft,Grinding,96,200,379,4,24.0,44217,44313,44017,44113,43934
898,J0092,EV Battery Case,Milling,97,253,440,5,19.4,44313,44410,44060,44157,43970
899,J0212,Drive Shaft,Grinding,97,145,335,4,24.25,44410,44507,44265,44362,44172
900,J0299,EV Battery Case,Milling,97,283,441,5,19.4,44507,44604,44224,44321,44163
901,J0758,EV Battery Case,Assembly,97,473,684,5,19.4,44604,44701,44131,44228,44017
902,J0955,Drive Shaft,Lathe,97,336,496,4,24.25,44701,44798,44365,44462,44302
903,J0983,Drive Shaft,Lathe,97,376,561,4,24.25,44798,44895,44422,44519,44334
904,J0719,Drive Shaft,Grinding,98,242,354,5,19.6,44895,44993,44653,44751,44639
905,J0903,Battery Module Cover,Assembly,98,388,627,4,24.5,44993,45091,44605,44703,44464
906,J0054,EV Battery Case,Assembly,99,423,622,5,19.8,45091,45190,44668,44767,44568
907,J0077,Drive Shaft,Lathe,99,169,345,4,24.75,45190,45289,45021,45120,44944
908,J0116,EV Battery Case,Assembly,99,323,471,5,19.8,45289,45388,44966,45065,44917
909,J0204,Battery Module Cover,Assembly,99,38,287,4,24.75,45388,45487,45350,45449,45200
910,J0278,Drive Shaft,Lathe,99,54,219,4,24.75,45487,45586,45433,45532,45367
911,J0309,EV Battery Case,Milling,99,113,332,5,19.8,45586,45685,45473,45572,45353
912,J0376,Drive Shaft,Lathe,99,159,374,4,24.75,45685,45784,45526,45625,45410
913,J0824,EV Battery Case,Milling,99,95,294,5,19.8,45784,45883,45689,45788,45589
914,J0005,Drive Shaft,Lathe,100,25,170,4,25.0,45883,45983,45858,45958,45813
915,J0266,EV Battery Case,Milling,100,26,236,5,20.0,45983,46083,45957,46057,45847
916,J0294,EV Battery Case,Assembly,100,167,358,5,20.0,46083,46183,45916,46016,45825
917,J0454,EV Battery Case,Milling,100,223,435,5,20.0,46183,46283,45960,46060,45848
918,J0745,EV Battery Case,Milling,100,463,657,5,20.0,46283,46383,45820,45920,45726
919,J0748,EV Battery Case,Milling,100,287,466,5,20.0,46383,46483,46096,46196,46017
920,J0750,Drive Shaft,Lathe,100,498,632,5,20.0,46483,46583,45985,46085,45951
921,J0917,Drive Shaft,Grinding,100,366,487,5,20.0,46583,46683,46217,46317,46196
922,J0990,EV Battery Case,Assembly,100,127,365,5,20.0,46683,46783,46556,46656,46418
923,J0585,Drive Shaft,Lathe,101,492,643,4,25.25,46783,46884,46291,46392,46241
924,J0836,Drive Shaft,Lathe,101,201,443,4,25.25,46884,46985,46683,46784,46542
