seq,job_id,product,operation_type,processing_time,arrival_time,due_date,priority_weight,p_over_w_ratio,start_time,completion_time,waiting_time,flow_time,tardiness,weighted_completion
582,J0199,Engine Bracket,Milling,50,128,282,3,16.67,23132,23182,23004,23054,22900,69546
583,J0273,Engine Bracket,Milling,50,318,480,3,16.67,23182,23232,22864,22914,22752,69696
584,J0516,Gear Box Cover,Drilling,50,448,540,3,16.67,23232,23282,22784,22834,22742,69846
585,J0717,Gear Box Cover,Drilling,50,269,441,3,16.67,23282,23332,23013,23063,22891,69996
586,J0826,Engine Bracket,Grinding,50,197,347,3,16.67,23332,23382,23135,23185,23035,70146
587,J0261,Drive Shaft,Grinding,67,260,405,4,16.75,23382,23449,23122,23189,23044,93796
588,J0264,Drive Shaft,Grinding,67,115,255,4,16.75,23449,23516,23334,23401,23261,94064
589,J0934,Drive Shaft,Lathe,67,189,328,4,16.75,23516,23583,23327,23394,23255,94332
590,J0035,EV Battery Case,Milling,84,245,379,5,16.8,23583,23667,23338,23422,23288,118335
591,J0599,Battery Module Cover,Milling,84,47,190,5,16.8,23667,23751,23620,23704,23561,118755
592,J0012,Battery Module Cover,Milling,68,253,454,4,17.0,23751,23819,23498,23566,23365,95276
593,J0075,Gear Box Cover,Drilling,51,100,202,3,17.0,23819,23870,23719,23770,23668,71610
594,J0165,Gear Box Cover,Drilling,68,202,298,4,17.0,23870,23938,23668,23736,23640,95752
595,J0174,Sensor Housing,Drilling,17,429,528,1,17.0,23938,23955,23509,23526,23427,23955
596,J0216,EV Battery Case,Assembly,85,295,478,5,17.0,23955,24040,23660,23745,23562,120200
597,J0219,Drive Shaft,Lathe,68,178,352,4,17.0,24040,24108,23862,23930,23756,96432
598,J0252,Engine Bracket,Milling,51,298,406,3,17.0,24108,24159,23810,23861,23753,72477
599,J0347,Gear Box Cover,Drilling,68,38,139,4,17.0,24159,24227,24121,24189,24088,96908
600,J0357,Sensor Housing,Milling,17,370,478,1,17.0,24227,24244,23857,23874,23766,24244
601,J0390,Gear Box Cover,Milling,51,300,492,3,17.0,24244,24295,23944,23995,23803,72885
602,J0393,EV Battery Case,Milling,85,259,408,5,17.0,24295,24380,24036,24121,23972,121900
603,J0515,Sensor Housing,Milling,17,345,430,1,17.0,24380,24397,24035,24052,23967,24397
604,J0519,Sensor Housing,Drilling,17,171,236,1,17.0,24397,24414,24226,24243,24178,24414
605,J0537,Drive Shaft,Lathe,85,90,228,5,17.0,24414,24499,24324,24409,24271,122495
606,J0584,Battery Module Cover,Milling,68,235,411,4,17.0,24499,24567,24264,24332,24156,98268
607,J0620,Drive Shaft,Lathe,68,139,255,4,17.0,24567,24635,24428,24496,24380,98540
608,J0642,Sensor Housing,Drilling,17,312,412,1,17.0,24635,24652,24323,24340,24240,24652
609,J0646,Engine Bracket,Milling,51,314,511,3,17.0,24652,24703,24338,24389,24192,74109
610,J0799,Sensor Housing,Drilling,17,432,493,1,17.0,24703,24720,24271,24288,24227,24720
611,J0931,Sensor Housing,Milling,17,130,259,1,17.0,24720,24737,24590,24607,24478,24737
612,J0976,Battery Module Cover,Milling,68,492,655,4,17.0,24737,24805,24245,24313,24150,99220
613,J0977,Sensor Housing,Drilling,17,92,181,1,17.0,24805,24822,24713,24730,24641,24822
614,J0869,EV Battery Case,Milling,86,42,269,5,17.2,24822,24908,24780,24866,24639,124540
615,J0974,EV Battery Case,Assembly,86,37,271,5,17.2,24908,24994,24871,24957,24723,124970
616,J0783,Drive Shaft,Lathe,69,408,534,4,17.25,24994,25063,24586,24655,24529,100252
617,J0859,Drive Shaft,Grinding,69,174,297,4,17.25,25063,25132,24889,24958,24835,100528
618,J0971,Drive Shaft,Lathe,69,489,689,4,17.25,25132,25201,24643,24712,24512,100804
619,J0080,Engine Bracket,Milling,52,434,630,3,17.33,25201,25253,24767,24819,24623,75759
620,J0150,Gear Box Cover,Drilling,52,488,684,3,17.33,25253,25305,24765,24817,24621,75915
621,J0333,Gear Box Cover,Drilling,52,319,495,3,17.33,25305,25357,24986,25038,24862,76071
622,J0544,Gear Box Cover,Drilling,52,343,479,3,17.33,25357,25409,25014,25066,24930,76227
623,J0987,Engine Bracket,Grinding,52,360,492,3,17.33,25409,25461,25049,25101,24969,76383
624,J0068,EV Battery Case,Milling,87,482,675,5,17.4,25461,25548,24979,25066,24873,127740
625,J0272,EV Battery Case,Assembly,87,489,689,5,17.4,25548,25635,25059,25146,24946,128175
626,J0550,EV Battery Case,Milling,87,27,180,5,17.4,25635,25722,25608,25695,25542,128610
627,J0674,Drive Shaft,Grinding,87,458,570,5,17.4,25722,25809,25264,25351,25239,129045
628,J0693,EV Battery Case,Milling,87,175,350,5,17.4,25809,25896,25634,25721,25546,129480
629,J0007,Battery Module Cover,Milling,70,417,540,4,17.5,25896,25966,25479,25549,25426,103864
630,J0269,Drive Shaft,Lathe,70,382,516,4,17.5,25966,26036,25584,25654,25520,104144
631,J0314,Engine Bracket,Grinding,70,358,464,4,17.5,26036,26106,25678,25748,25642,104424
632,J0341,Drive Shaft,Grinding,70,253,430,4,17.5,26106,26176,25853,25923,25746,104704
633,J0469,Drive Shaft,Grinding,70,280,448,4,17.5,26176,26246,25896,25966,25798,104984
634,J0665,Battery Module Cover,Assembly,70,441,649,4,17.5,26246,26316,25805,25875,25667,105264
635,J0684,Battery Module Cover,Milling,70,169,374,4,17.5,26316,26386,26147,26217,26012,105544
636,J0838,Engine Bracket,Milling,70,446,573,4,17.5,26386,26456,25940,26010,25883,105824
637,J0321,EV Battery Case,Milling,88,175,361,5,17.6,26456,26544,26281,26369,26183,132720
638,J0849,EV Battery Case,Assembly,88,140,325,5,17.6,26544,26632,26404,26492,26307,133160
639,J0069,Engine Bracket,Milling,53,70,213,3,17.67,26632,26685,26562,26615,26472,80055
640,J0427,Engine Bracket,Milling,53,0,160,3,17.67,26685,26738,26685,26738,26578,80214
641,J0587,Engine Bracket,Grinding,53,246,356,3,17.67,26738,26791,26492,26545,26435,80373
642,J0630,Gear Box Cover,Drilling,53,202,333,3,17.67,26791,26844,26589,26642,26511,80532
643,J0776,Gear Box Cover,Milling,53,291,394,3,17.67,26844,26897,26553,26606,26503,80691
644,J0810,Engine Bracket,Grinding,53,156,329,3,17.67,26897,26950,26741,26794,26621,80850
645,J0851,Gear Box Cover,Milling,53,322,457,3,17.67,26950,27003,26628,26681,26546,81009
646,J0854,Engine Bracket,Grinding,53,32,160,3,17.67,27003,27056,26971,27024,26896,81168
647,J0975,Engine Bracket,Milling,53,124,284,3,17.67,27056,27109,26932,26985,26825,81327
648,J0433,Drive Shaft,Lathe,89,103,246,5,17.8,27109,27198,27006,27095,26952,135990
649,J0857,EV Battery Case,Milling,89,168,329,5,17.8,27198,27287,27030,27119,26958,136435
650,J0981,EV Battery Case,Assembly,89,490,648,5,17.8,27287,27376,26797,26886,26728,136880
651,J0003,Sensor Housing,Drilling,18,35,163,1,18.0,27376,27394,27341,27359,27231,27394
652,J0010,Gear Box Cover,Drilling,54,299,439,3,18.0,27394,27448,27095,27149,27009,82344
653,J0048,EV Battery Case,Assembly,90,465,697,5,18.0,27448,27538,26983,27073,26841,137690
654,J0050,EV Battery Case,Assembly,90,455,605,5,18.0,27538,27628,27083,27173,27023,138140
655,J0085,Engine Bracket,Milling,54,5,169,3,18.0,27628,27682,27623,27677,27513,83046
656,J0140,Gear Box Cover,Milling,54,247,391,3,18.0,27682,27736,27435,27489,27345,83208
657,J0142,EV Battery Case,Milling,90,112,284,5,18.0,27736,27826,27624,27714,27542,139130
658,J0161,EV Battery Case,Assembly,90,269,430,5,18.0,27826,27916,27557,27647,27486,139580
659,J0190,Battery Module Cover,Assembly,72,101,233,4,18.0,27916,27988,27815,27887,27755,111952
660,J0465,Engine Bracket,Milling,54,302,414,3,18.0,27988,28042,27686,27740,27628,84126
661,J0528,Battery Module Cover,Milling,72,188,351,4,18.0,28042,28114,27854,27926,27763,112456
662,J0735,Sensor Housing,Milling,18,487,586,1,18.0,28114,28132,27627,27645,27546,28132
663,J0742,Drive Shaft,Grinding,72,273,403,4,18.0,28132,28204,27859,27931,27801,112816
664,J0787,Sensor Housing,Drilling,18,47,149,1,18.0,28204,28222,28157,28175,28073,28222
665,J0798,Gear Box Cover,Drilling,54,74,195,3,18.0,28222,28276,28148,28202,28081,84828
666,J0865,EV Battery Case,Milling,90,181,383,5,18.0,28276,28366,28095,28185,27983,141830
667,J0866,Drive Shaft,Grinding,90,156,303,5,18.0,28366,28456,28210,28300,28153,142280
668,J0961,Drive Shaft,Grinding,72,318,454,4,18.0,28456,28528,28138,28210,28074,114112
669,J0290,EV Battery Case,Assembly,91,303,540,5,18.2,28528,28619,28225,28316,28079,143095
670,J0293,EV Battery Case,Assembly,91,403,605,5,18.2,28619,28710,28216,28307,28105,143550
671,J0317,Drive Shaft,Lathe,91,398,530,5,18.2,28710,28801,28312,28403,28271,144005
672,J0481,EV Battery Case,Assembly,91,203,407,5,18.2,28801,28892,28598,28689,28485,144460
673,J0548,Drive Shaft,Grinding,73,143,300,4,18.25,28892,28965,28749,28822,28665,115860
674,J0047,Engine Bracket,Milling,55,319,492,3,18.33,28965,29020,28646,28701,28528,87060
675,J0129,Engine Bracket,Grinding,55,61,181,3,18.33,29020,29075,28959,29014,28894,87225
676,J0395,Engine Bracket,Grinding,55,399,513,3,18.33,29075,29130,28676,28731,28617,87390
677,J0417,Engine Bracket,Milling,55,59,172,3,18.33,29130,29185,29071,29126,29013,87555
678,J0484,Engine Bracket,Grinding,55,269,413,3,18.33,29185,29240,28916,28971,28827,87720
679,J0536,Engine Bracket,Grinding,55,432,626,3,18.33,29240,29295,28808,28863,28669,87885
680,J0925,Engine Bracket,Grinding,55,209,326,3,18.33,29295,29350,29086,29141,29024,88050
681,J0152,EV Battery Case,Milling,92,250,377,5,18.4,29350,29442,29100,29192,29065,147210
682,J0716,Drive Shaft,Lathe,92,440,590,5,18.4,29442,29534,29002,29094,28944,147670
683,J0778,Battery Module Cover,Assembly,92,125,248,5,18.4,29534,29626,29409,29501,29378,148130
684,J0843,EV Battery Case,Assembly,92,63,199,5,18.4,29626,29718,29563,29655,29519,148590
685,J0236,Drive Shaft,Lathe,74,67,243,4,18.5,29718,29792,29651,29725,29549,119168
686,J0312,Drive Shaft,Grinding,74,341,554,4,18.5,29792,29866,29451,29525,29312,119464
687,J0360,Battery Module Cover,Milling,74,75,278,4,18.5,29866,29940,29791,29865,29662,119760
688,J0470,Battery Module Cover,Milling,74,244,397,4,18.5,29940,30014,29696,29770,29617,120056
689,J0494,Drive Shaft,Lathe,74,493,658,4,18.5,30014,30088,29521,29595,29430,120352
690,J0530,Battery Module Cover,Assembly,74,436,648,4,18.5,30088,30162,29652,29726,29514,120648
691,J0924,Gear Box Cover,Drilling,74,230,320,4,18.5,30162,30236,29932,30006,29916,120944
692,J0037,EV Battery Case,Assembly,93,11,211,5,18.6,30236,30329,30225,30318,30118,151645
693,J0097,EV Battery Case,Milling,93,124,262,5,18.6,30329,30422,30205,30298,30160,152110
694,J0319,EV Battery Case,Assembly,93,178,317,5,18.6,30422,30515,30244,30337,30198,152575
695,J0522,Drive Shaft,Lathe,93,412,560,5,18.6,30515,30608,30103,30196,30048,153040
696,J0743,EV Battery Case,Assembly,93,51,209,5,18.6,30608,30701,30557,30650,30492,153505
697,J0846,EV Battery Case,Milling,93,109,281,5,18.6,30701,30794,30592,30685,30513,153970
698,J0164,Engine Bracket,Milling,56,17,204,3,18.67,30794,30850,30777,30833,30646,92550
699,J0249,Engine Bracket,Grinding,56,262,364,3,18.67,30850,30906,30588,30644,30542,92718
700,J0720,Gear Box Cover,Drilling,56,69,270,3,18.67,30906,30962,30837,30893,30692,92886
701,J0755,Engine Bracket,Milling,56,455,562,3,18.67,30962,31018,30507,30563,30456,93054
702,J0761,Gear Box Cover,Milling,56,380,490,3,18.67,31018,31074,30638,30694,30584,93222
703,J0804,Gear Box Cover,Drilling,56,163,323,3,18.67,31074,31130,30911,30967,30807,93390
704,J0868,Gear Box Cover,Milling,56,54,196,3,18.67,31130,31186,31076,31132,30990,93558
705,J0910,Gear Box Cover,Milling,56,118,259,3,18.67,31186,31242,31068,31124,30983,93726
706,J0998,Engine Bracket,Grinding,56,382,511,3,18.67,31242,31298,30860,30916,30787,93894
707,J0041,Battery Module Cover,Milling,75,114,329,4,18.75,31298,31373,31184,31259,31044,125492
708,J0828,Battery Module Cover,Milling,75,81,236,4,18.75,31373,31448,31292,31367,31212,125792
709,J0060,Gear Box Cover,Drilling,57,66,230,3,19.0,31448,31505,31382,31439,31275,94515
710,J0101,Gear Box Cover,Drilling,57,335,496,3,19.0,31505,31562,31170,31227,31066,94686
711,J0122,Sensor Housing,Drilling,19,39,155,1,19.0,31562,31581,31523,31542,31426,31581
712,J0160,Sensor Housing,Drilling,19,142,283,1,19.0,31581,31600,31439,31458,31317,31600
713,J0166,Drive Shaft,Lathe,76,253,408,4,19.0,31600,31676,31347,31423,31268,126704
714,J0228,Battery Module Cover,Milling,76,215,362,4,19.0,31676,31752,31461,31537,31390,127008
715,J0256,Sensor Housing,Drilling,19,308,460,1,19.0,31752,31771,31444,31463,31311,31771
716,J0349,Engine Bracket,Milling,57,247,362,3,19.0,31771,31828,31524,31581,31466,95484
717,J0400,Engine Bracket,Grinding,57,49,244,3,19.0,31828,31885,31779,31836,31641,95655
718,J0442,Gear Box Cover,Drilling,57,13,178,3,19.0,31885,31942,31872,31929,31764,95826
719,J0450,Battery Module Cover,Assembly,95,116,257,5,19.0,31942,32037,31826,31921,31780,160185
720,J0504,Battery Module Cover,Milling,76,458,592,4,19.0,32037,32113,31579,31655,31521,128452
721,J0539,Drive Shaft,Grinding,76,433,629,4,19.0,32113,32189,31680,31756,31560,128756
722,J0591,Battery Module Cover,Assembly,76,225,355,4,19.0,32189,32265,31964,32040,31910,129060
723,J0619,Sensor Housing,Milling,19,448,512,1,19.0,32265,32284,31817,31836,31772,32284
724,J0672,Engine Bracket,Milling,57,376,569,3,19.0,32284,32341,31908,31965,31772,97023
725,J0813,Sensor Housing,Drilling,19,159,237,1,19.0,32341,32360,32182,32201,32123,32360
726,J0818,Battery Module Cover,Milling,76,43,245,4,19.0,32360,32436,32317,32393,32191,129744
727,J0908,Sensor Housing,Milling,19,83,225,1,19.0,32436,32455,32353,32372,32230,32455
728,J0941,Sensor Housing,Milling,19,284,354,1,19.0,32455,32474,32171,32190,32120,32474
729,J0986,Battery Module Cover,Milling,76,39,213,4,19.0,32474,32550,32435,32511,32337,130200
730,J0214,EV Battery Case,Milling,96,100,287,5,19.2,32550,32646,32450,32546,32359,163230
731,J0287,EV Battery Case,Assembly,96,419,610,5,19.2,32646,32742,32227,32323,32132,163710
732,J0119,Drive Shaft,Lathe,77,345,552,4,19.25,32742,32819,32397,32474,32267,131276
733,J0331,Drive Shaft,Grinding,77,218,396,4,19.25,32819,32896,32601,32678,32500,131584
734,J0346,Battery Module Cover,Milling,77,151,315,4,19.25,32896,32973,32745,32822,32658,131892
735,J0361,Drive Shaft,Lathe,77,20,195,4,19.25,32973,33050,32953,33030,32855,132200
736,J0839,Battery Module Cover,Milling,77,474,608,4,19.25,33050,33127,32576,32653,32519,132508
737,J0131,Gear Box Cover,Milling,58,473,606,3,19.33,33127,33185,32654,32712,32579,99555
738,J0702,Gear Box Cover,Milling,58,182,346,3,19.33,33185,33243,33003,33061,32897,99729
739,J0092,EV Battery Case,Milling,97,253,440,5,19.4,33243,33340,32990,33087,32900,166700
740,J0299,EV Battery Case,Milling,97,283,441,5,19.4,33340,33437,33057,33154,32996,167185
741,J0758,EV Battery Case,Assembly,97,473,684,5,19.4,33437,33534,32964,33061,32850,167670
742,J0245,Drive Shaft,Grinding,78,192,383,4,19.5,33534,33612,33342,33420,33229,134448
743,J0267,Drive Shaft,Grinding,78,151,296,4,19.5,33612,33690,33461,33539,33394,134760
744,J0325,Drive Shaft,Grinding,78,55,267,4,19.5,33690,33768,33635,33713,33501,135072
745,J0691,Battery Module Cover,Milling,78,330,533,4,19.5,33768,33846,33438,33516,33313,135384
746,J0719,Drive Shaft,Grinding,98,242,354,5,19.6,33846,33944,33604,33702,33590,169720
747,J0329,Engine Bracket,Grinding,59,150,332,3,19.67,33944,34003,33794,33853,33671,102009
748,J0388,Engine Bracket,Milling,59,283,430,3,19.67,34003,34062,33720,33779,33632,102186
749,J0391,Gear Box Cover,Drilling,59,44,188,3,19.67,34062,34121,34018,34077,33933,102363
750,J0490,Gear Box Cover,Drilling,59,396,574,3,19.67,34121,34180,33725,33784,33606,102540
751,J0598,Gear Box Cover,Drilling,59,87,210,3,19.67,34180,34239,34093,34152,34029,102717
752,J0686,Gear Box Cover,Milling,59,389,540,3,19.67,34239,34298,33850,33909,33758,102894
753,J0802,Gear Box Cover,Milling,59,138,256,3,19.67,34298,34357,34160,34219,34101,103071
754,J0009,Battery Module Cover,Assembly,79,105,292,4,19.75,34357,34436,34252,34331,34144,137744
755,J0093,Battery Module Cover,Milling,79,110,272,4,19.75,34436,34515,34326,34405,34243,138060
756,J0479,Drive Shaft,Grinding,79,401,600,4,19.75,34515,34594,34114,34193,33994,138376
757,J0676,Battery Module Cover,Milling,79,53,178,4,19.75,34594,34673,34541,34620,34495,138692
758,J0688,Battery Module Cover,Milling,79,312,461,4,19.75,34673,34752,34361,34440,34291,139008
759,J0777,Drive Shaft,Lathe,79,124,343,4,19.75,34752,34831,34628,34707,34488,139324
760,J0885,Drive Shaft,Lathe,79,2,221,4,19.75,34831,34910,34829,34908,34689,139640
761,J0054,EV Battery Case,Assembly,99,423,622,5,19.8,34910,35009,34487,34586,34387,175045
762,J0116,EV Battery Case,Assembly,99,323,471,5,19.8,35009,35108,34686,34785,34637,175540
763,J0309,EV Battery Case,Milling,99,113,332,5,19.8,35108,35207,34995,35094,34875,176035
764,J0824,EV Battery Case,Milling,99,95,294,5,19.8,35207,35306,35112,35211,35012,176530
765,J0103,Gear Box Cover,Milling,60,11,191,3,20.0,35306,35366,35295,35355,35175,106098
766,J0113,Sensor Housing,Milling,20,129,297,1,20.0,35366,35386,35237,35257,35089,35386
767,J0171,Gear Box Cover,Milling,80,30,148,4,20.0,35386,35466,35356,35436,35318,141864
768,J0266,EV Battery Case,Milling,100,26,236,5,20.0,35466,35566,35440,35540,35330,177830
769,J0289,Sensor Housing,Drilling,20,48,209,1,20.0,35566,35586,35518,35538,35377,35586
770,J0294,EV Battery Case,Assembly,100,167,358,5,20.0,35586,35686,35419,35519,35328,178430
771,J0397,Engine Bracket,Grinding,80,41,169,4,20.0,35686,35766,35645,35725,35597,143064
772,J0454,EV Battery Case,Milling,100,223,435,5,20.0,35766,35866,35543,35643,35431,179330
773,J0556,Gear Box Cover,Milling,80,123,257,4,20.0,35866,35946,35743,35823,35689,143784
774,J0558,Drive Shaft,Lathe,80,170,305,4,20.0,35946,36026,35776,35856,35721,144104
775,J0597,Battery Module Cover,Assembly,80,491,624,4,20.0,36026,36106,35535,35615,35482,144424
776,J0745,EV Battery Case,Milling,100,463,657,5,20.0,36106,36206,35643,35743,35549,181030
777,J0748,EV Battery Case,Milling,100,287,466,5,20.0,36206,36306,35919,36019,35840,181530
778,J0750,Drive Shaft,Lathe,100,498,632,5,20.0,36306,36406,35808,35908,35774,182030
779,J0785,Sensor Housing,Milling,20,19,178,1,20.0,36406,36426,36387,36407,36248,36426
780,J0917,Drive Shaft,Grinding,100,366,487,5,20.0,36426,36526,36060,36160,36039,182630
781,J0944,Engine Bracket,Grinding,60,122,293,3,20.0,36526,36586,36404,36464,36293,109758
782,J0966,Gear Box Cover,Drilling,60,280,397,3,20.0,36586,36646,36306,36366,36249,109938
783,J0967,Engine Bracket,Milling,60,61,214,3,20.0,36646,36706,36585,36645,36492,110118
784,J0990,EV Battery Case,Assembly,100,127,365,5,20.0,36706,36806,36579,36679,36441,184030
785,J0137,Battery Module Cover,Assembly,81,445,572,4,20.25,36806,36887,36361,36442,36315,147548
786,J0831,Drive Shaft,Grinding,81,435,589,4,20.25,36887,36968,36452,36533,36379,147872
787,J0844,Drive Shaft,Grinding,81,67,278,4,20.25,36968,37049,36901,36982,36771,148196
788,J0993,Battery Module Cover,Milling,81,287,416,4,20.25,37049,37130,36762,36843,36714,148520
789,J0403,Engine Bracket,Grinding,61,484,593,3,20.33,37130,37191,36646,36707,36598,111573
790,J0617,Gear Box Cover,Drilling,61,239,385,3,20.33,37191,37252,36952,37013,36867,111756
791,J0880,Gear Box Cover,Drilling,61,299,487,3,20.33,37252,37313,36953,37014,36826,111939
792,J0263,EV Battery Case,Milling,102,467,703,5,20.4,37313,37415,36846,36948,36712,187075
793,J0480,Drive Shaft,Lathe,102,445,583,5,20.4,37415,37517,36970,37072,36934,187585
794,J0492,Drive Shaft,Grinding,102,485,601,5,20.4,37517,37619,37032,37134,37018,188095
795,J0689,EV Battery Case,Assembly,102,59,210,5,20.4,37619,37721,37560,37662,37511,188605
796,J0791,EV Battery Case,Milling,102,491,716,5,20.4,37721,37823,37230,37332,37107,189115
797,J0863,EV Battery Case,Milling,102,402,638,5,20.4,37823,37925,37421,37523,37287,189625
798,J0340,Battery Module Cover,Assembly,82,461,683,4,20.5,37925,38007,37464,37546,37324,152028
799,J0649,Battery Module Cover,Assembly,82,308,459,4,20.5,38007,38089,37699,37781,37630,152356
800,J0285,Gear Box Cover,Milling,62,265,411,3,20.67,38089,38151,37824,37886,37740,114453
801,J0295,Gear Box Cover,Milling,62,454,603,3,20.67,38151,38213,37697,37759,37610,114639
802,J0542,Gear Box Cover,Milling,83,155,295,4,20.75,38213,38296,38058,38141,38001,153184
803,J0830,Battery Module Cover,Milling,83,39,208,4,20.75,38296,38379,38257,38340,38171,153516
804,J0862,Drive Shaft,Lathe,83,103,315,4,20.75,38379,38462,38276,38359,38147,153848
805,J0440,EV Battery Case,Milling,104,364,581,5,20.8,38462,38566,38098,38202,37985,192830
806,J0774,EV Battery Case,Assembly,104,380,620,5,20.8,38566,38670,38186,38290,38050,193350
807,J0056,Sensor Housing,Milling,21,383,499,1,21.0,38670,38691,38287,38308,38192,38691
808,J0065,Sensor Housing,Milling,21,231,389,1,21.0,38691,38712,38460,38481,38323,38712
809,J0067,Battery Module Cover,Assembly,84,141,333,4,21.0,38712,38796,38571,38655,38463,155184
810,J0088,Engine Bracket,Grinding,63,388,548,3,21.0,38796,38859,38408,38471,38311,116577
811,J0270,Gear Box Cover,Drilling,63,122,334,3,21.0,38859,38922,38737,38800,38588,116766
812,J0335,EV Battery Case,Milling,105,482,619,5,21.0,38922,39027,38440,38545,38408,195135
813,J0378,Drive Shaft,Grinding,105,346,468,5,21.0,39027,39132,38681,38786,38664,195660
814,J0430,EV Battery Case,Assembly,105,89,209,5,21.0,39132,39237,39043,39148,39028,196185
815,J0446,Engine Bracket,Milling,63,326,495,3,21.0,39237,39300,38911,38974,38805,117900
816,J0452,Gear Box Cover,Drilling,63,429,536,3,21.0,39300,39363,38871,38934,38827,118089
817,J0588,Engine Bracket,Grinding,63,453,664,3,21.0,39363,39426,38910,38973,38762,118278
818,J0615,Engine Bracket,Grinding,63,110,229,3,21.0,39426,39489,39316,39379,39260,118467
819,J0706,Engine Bracket,Grinding,63,338,488,3,21.0,39489,39552,39151,39214,39064,118656
820,J0945,Sensor Housing,Milling,21,113,201,1,21.0,39552,39573,39439,39460,39372,39573
821,J0947,Sensor Housing,Milling,21,87,188,1,21.0,39573,39594,39486,39507,39406,39594
822,J0970,EV Battery Case,Milling,105,209,426,5,21.0,39594,39699,39385,39490,39273,198495
823,J0303,EV Battery Case,Assembly,106,79,317,5,21.2,39699,39805,39620,39726,39488,199025
824,J0586,EV Battery Case,Assembly,106,346,576,5,21.2,39805,39911,39459,39565,39335,199555
825,J0650,Drive Shaft,Grinding,106,390,547,5,21.2,39911,40017,39521,39627,39470,200085
826,J0762,EV Battery Case,Milling,106,35,239,5,21.2,40017,40123,39982,40088,39884,200615
827,J0478,Drive Shaft,Lathe,85,420,557,4,21.25,40123,40208,39703,39788,39651,160832
828,J0893,Battery Module Cover,Assembly,85,27,230,4,21.25,40208,40293,40181,40266,40063,161172
829,J0168,Engine Bracket,Milling,64,253,385,3,21.33,40293,40357,40040,40104,39972,121071
830,J0507,Gear Box Cover,Drilling,64,220,331,3,21.33,40357,40421,40137,40201,40090,121263
831,J0188,EV Battery Case,Milling,107,354,578,5,21.4,40421,40528,40067,40174,39950,202640
832,J0254,Drive Shaft,Lathe,107,49,175,5,21.4,40528,40635,40479,40586,40460,203175
833,J0455,EV Battery Case,Milling,107,205,358,5,21.4,40635,40742,40430,40537,40384,203710
834,J0795,EV Battery Case,Milling,107,194,352,5,21.4,40742,40849,40548,40655,40497,204245
835,J0820,Drive Shaft,Grinding,86,82,271,4,21.5,40849,40935,40767,40853,40664,163740
836,J0909,Drive Shaft,Grinding,86,140,267,4,21.5,40935,41021,40795,40881,40754,164084
837,J0099,Engine Bracket,Grinding,65,165,309,3,21.67,41021,41086,40856,40921,40777,123258
838,J0368,Gear Box Cover,Milling,65,394,512,3,21.67,41086,41151,40692,40757,40639,123453
839,J0379,Engine Bracket,Milling,65,410,564,3,21.67,41151,41216,40741,40806,40652,123648
840,J0651,Engine Bracket,Grinding,65,142,314,3,21.67,41216,41281,41074,41139,40967,123843
841,J0729,Engine Bracket,Grinding,65,202,360,3,21.67,41281,41346,41079,41144,40986,124038
842,J0749,Engine Bracket,Grinding,65,430,637,3,21.67,41346,41411,40916,40981,40774,124233
843,J0004,Gear Box Cover,Milling,87,289,400,4,21.75,41411,41498,41122,41209,41098,165992
844,J0130,Drive Shaft,Lathe,87,129,306,4,21.75,41498,41585,41369,41456,41279,166340
845,J0595,Battery Module Cover,Assembly,87,262,461,4,21.75,41585,41672,41323,41410,41211,166688
846,J0623,EV Battery Case,Assembly,109,218,448,5,21.8,41672,41781,41454,41563,41333,208905
847,J0731,EV Battery Case,Milling,109,276,450,5,21.8,41781,41890,41505,41614,41440,209450
848,J0907,EV Battery Case,Milling,109,178,321,5,21.8,41890,41999,41712,41821,41678,209995
849,J0023,EV Battery Case,Milling,110,281,484,5,22.0,41999,42109,41718,41828,41625,210545
850,J0032,Sensor Housing,Milling,22,51,191,1,22.0,42109,42131,42058,42080,41940,42131
851,J0145,Engine Bracket,Grinding,66,103,304,3,22.0,42131,42197,42028,42094,41893,126591
852,J0224,Gear Box Cover,Milling,88,242,353,4,22.0,42197,42285,41955,42043,41932,169140
853,J0234,Drive Shaft,Grinding,110,40,192,5,22.0,42285,42395,42245,42355,42203,211975
854,J0355,Engine Bracket,Milling,66,252,400,3,22.0,42395,42461,42143,42209,42061,127383
855,J0405,Engine Bracket,Grinding,66,119,310,3,22.0,42461,42527,42342,42408,42217,127581
856,J0502,Drive Shaft,Lathe,88,203,406,4,22.0,42527,42615,42324,42412,42209,170460
857,J0526,Drive Shaft,Lathe,88,486,640,4,22.0,42615,42703,42129,42217,42063,170812
858,J0692,Engine Bracket,Grinding,66,0,188,3,22.0,42703,42769,42703,42769,42581,128307
859,J0767,Engine Bracket,Milling,66,447,591,3,22.0,42769,42835,42322,42388,42244,128505
860,J0821,EV Battery Case,Assembly,110,272,439,5,22.0,42835,42945,42563,42673,42506,214725
861,J0942,Gear Box Cover,Milling,66,245,380,3,22.0,42945,43011,42700,42766,42631,129033
862,J0042,EV Battery Case,Assembly,111,122,367,5,22.2,43011,43122,42889,43000,42755,215610
863,J0730,Drive Shaft,Lathe,89,155,332,4,22.25,43122,43211,42967,43056,42879,172844
864,J0169,Gear Box Cover,Drilling,67,28,153,3,22.33,43211,43278,43183,43250,43125,129834
865,J0229,Gear Box Cover,Drilling,67,188,351,3,22.33,43278,43345,43090,43157,42994,130035
