job_id,product,operation_type,processing_time,arrival_time,due_date,priority_weight,pw_ratio
J0983,Battery Module,Milling,40,108,186,2,20.0
J0984,Exhaust Manifold,Additive,82,367,509,2,41.0
J0985,ABS Module,Welding,47,368,444,4,11.75
J0986,Engine Bracket,Drilling,31,302,374,4,7.75
J0987,Battery Module,Drilling,10,65,148,5,2.0
J0988,Sensor Housing,Grinding,85,262,367,5,17.0
J0989,Fuel Injector,Lathe,26,132,204,5,5.2
J0990,EV Battery Case,Drilling,77,326,407,3,25.67
J0991,Battery Module,Drilling,62,310,492,4,15.5
J0992,Battery Cell Tray,Additive,111,210,628,2,55.5
J0993,Battery Module,Assembly,103,93,457,3,34.33
J0994,Battery Cell Tray,Grinding,92,175,499,5,18.4
J0995,Chassis Frame,Grinding,34,193,325,2,17.0
J0996,Sensor Housing,Lathe,30,267,426,4,7.5
J0997,Drive Shaft,Grinding,17,90,228,5,3.4
J0998,Chassis Frame,Grinding,117,401,790,5,23.4
J0999,CV Joint,Additive,66,337,436,5,13.2
J1000,Turbo Housing,Welding,5,459,563,4,1.25
